Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
QPACW,Quinpario Acquisition Corp. 2,0.5,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/qpacw
QNST,"QuinStreet, Inc.",6.61,$294.52M,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst
QUMU,Qumu Corporation,8.64,$79.03M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
QUNR,Qunar Cayman Islands Limited,46.43,$2.09B,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qunr
QTNT,Quotient Limited,14.9,$253.7M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
QTNTW,Quotient Limited,4.17,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtntw
RRD,R.R. Donnelley & Sons Company,18.14,$3.64B,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RADA,Rada Electronics Industries Limited,2.03,$18.25M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,10.84,$91.87M,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
ROIA,"Radio One, Inc.",3.61,$179.77M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roia
ROIAK,"Radio One, Inc.",3.64,$181.26M,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roiak
RSYS,RadiSys Corporation,2.88,$105.76M,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RDUS,"Radius Health, Inc.",48.57,$1.84B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",7.03,$311.21M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,23.95,$1.11B,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr
RMBS,"Rambus, Inc.",15.18,$1.75B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,3.96,$25.06M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rand
RLOG,"Rand Logistics, Inc.",3.4,$61.32M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rlog
GOLD,Randgold Resources Limited,70.42,$6.54B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
RPTP,Raptor Pharmaceutical Corp.,14.63,$1.18B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rptp
RAVE,"Rave Restaurant Group, Inc.",11.28,$115.23M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",19.52,$737.87M,n/a,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn
ROLL,RBC Bearings Incorporated,72.36,$1.69B,2005,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
RICK,"RCI Hospitality Holdings, Inc.",12.15,$124.56M,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RCMT,"RCM Technologies, Inc.",5.68,$72.2M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RLOC,"ReachLocal, Inc.",2.94,$86.24M,2010,Technology,Advertising,http://www.nasdaq.com/symbol/rloc
RDI,Reading International Inc,13.6,$317.23M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,14.36,$322.85M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
RGSE,"Real Goods Solar, Inc.",2.92,$13.53M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/rgse
RELY,"Real Industry, Inc. ",13.16,$370.37M,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/rely
RNWK,"RealNetworks, Inc.",5.76,$485.32M,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",19.83,$1.58B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
RCPT,"Receptos, Inc.",182.83,$5.77B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rcpt
DAX,Recon Capital DAX Germany ETF,27.09,$40.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dax
UK,Recon Capital FTSE 100 ETF,24.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uk
QYLD,Recon Capital NASDAQ-100 Covered Call ETF,23.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qyld
RCON,"Recon Technology, Ltd.",1.72,$8.64M,2009,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",10.82,$84.85M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
RRGB,"Red Robin Gourmet Burgers, Inc.",87.22,$1.23B,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
RDHL,Redhill Biopharma Ltd.,19.79,$173.92M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
REDF,Rediff.com India Limited,1.85,$51.04M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/redf
REGN,"Regeneron Pharmaceuticals, Inc.",501.76,$51.82B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGLS,Regulus Therapeutics Inc.,10.7,$545.89M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",22.88,$256.92M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RELV,"Reliv&#39; International, Inc.",1.21,$15.51M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
RLYP,"Relypsa, Inc.",34.34,$1.42B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rlyp
MARK,"Remark Media, Inc.",4.12,$57.48M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
REMY,"Remy International, Inc.",21.3,$686.5M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/remy
RNST,Renasant Corporation,31.36,$991.78M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",12.26,$538.65M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
RCII,Rent-A-Center Inc.,31.02,$1.64B,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RTK,"Rentech, Inc.",1.15,$263.91M,1991,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rtk
RENT,Rentrak Corporation,70,$1.07B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rent
RGEN,Repligen Corporation,37.66,$1.24B,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,7.15,$173.57M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RPRXW,Repros Therapeutics Inc.,7.59,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprxw
RPRXZ,Repros Therapeutics Inc.,6.0227,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprxz
RJET,"Republic Airways Holdings, Inc.",9.53,$484.43M,2004,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/rjet
RBCAA,"Republic Bancorp, Inc.",25.23,$526.32M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",3.51,$132.73M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,5.69,$136.45M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
RESN,Resonant Inc.,3.425,$24.53M,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
REXI,"Resource America, Inc.",8.39,$192.77M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/rexi
RECN,"Resources Connection, Inc.",15.96,$599.67M,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
RGDX,"Response Genetics, Inc.",0.33,$12.8M,2007,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/rgdx
ROIC,Retail Opportunity Investments Corp.,15.91,$1.5B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
SALE,"RetailMeNot, Inc.",18.725,$998.58M,2013,Consumer Services,Advertising,http://www.nasdaq.com/symbol/sale
RTRX,"Retrophin, Inc.",32.4,$1.13B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",33.2,$795.03M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc
RVLT,"Revolution Lighting Technologies, Inc.",1.21,$167.28M,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,11.51,$137.87M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
REXX,Rex Energy Corporation,4.63,$255.92M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,"RF Industries, Ltd.",4.3,$36.59M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,21,$99.3M,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RIBT,RiceBran Technologies,3.43,$32.2M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,1.0099,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw
RELL,"Richardson Electronics, Ltd.",8.01,$109.5M,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",3.29,$289.99M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
NAME,"Rightside Group, Ltd.",7.08,$132.81M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/name
RNET,"RigNet, Inc.",33.85,$598.22M,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RITT,RIT Technologies Ltd.,0.7,$10.88M,1997,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ritt
RITTW,RIT Technologies Ltd.,0.1516,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/rittw
RIVR,River Valley Bancorp.,23.3,$58.57M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rivr
RVSB,Riverview Bancorp Inc,4.16,$93.48M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",0.36,$4.64M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,0.8201,$30.49M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
ROBO,Robo-Stox Global Robotics and Automation Index ETF,26.5,$103.35M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
RCPI,"Rock Creek Pharmaceuticals, Inc.",2.83,$23.29M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/rcpi
FUEL,Rocket Fuel Inc.,8.38,$353.51M,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fuel
RMTI,"Rockwell Medical, Inc.",14.57,$730.96M,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",18.2,$137.62M,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",12.92,$76.77M,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
RSTI,"Rofin-Sinar Technologies, Inc.",28.11,$791.65M,1996,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rsti
ROIQ,ROI Acquisition Corp. II,10.37,$162.03M,2013,Finance,Business Services,http://www.nasdaq.com/symbol/roiq
ROIQU,ROI Acquisition Corp. II,10.24,$128M,2013,n/a,n/a,http://www.nasdaq.com/symbol/roiqu
ROIQW,ROI Acquisition Corp. II,0.2584,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/roiqw
ROKA,"Roka Bioscience, Inc.",2.62,$47.28M,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/roka
ROSG,Rosetta Genomics Ltd.,3.5,$41.17M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROSE,Rosetta Resources Inc.,24.58,$1.86B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rose
ROST,"Ross Stores, Inc.",49.17,$40.45B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
ROVI,Rovi Corporation,17.05,$1.51B,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rovi
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",1.91,$53.32M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
RGLD,"Royal Gold, Inc.",62.87,$4.1B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
ROYL,"Royale Energy, Inc.",1.63,$24.36M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/royl
RPXC,RPX Corporation,16.33,$886.28M,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RRM,RR Media Ltd.,7.5,$130.44M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rrm
RTIX,"RTI Surgical, Inc.",6.49,$372.27M,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",2.76,$72.31M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RUSHA,"Rush Enterprises, Inc.",26.73,$1.08B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",24.15,$972.37M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",15.65,$546.34M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RXII,RXI Pharmaceuticals Corporation,0.41,$14.83M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
RYAAY,Ryanair Holdings plc,70.61,$19.59B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",28.99,$1.01B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,5.17,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SBRA,"Sabra Healthcare REIT, Inc.",25.91,$1.53B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Healthcare REIT, Inc.",25.65,$147.49M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,24.32,$6.6B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",3.34,$49.84M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",58.75,$886.63M,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SAGE,"Sage Therapeutics, Inc.",75.83,$2.15B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
SGNT,"Sagent Pharmaceuticals, Inc.",23.8,$763.72M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgnt
SAIA,"Saia, Inc.",40.15,$1.01B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SAJA,"Sajan, Inc.",5.9,$28.19M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/saja
SALM,"Salem Media Group, Inc.",6.02,$153.02M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",32.0338,$87.4M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",77.84,$1.74B,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SNDK,SanDisk Corporation,64.52,$13.41B,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/sndk
SASR,"Sandy Spring Bancorp, Inc.",27.43,$676.75M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo BioSciences, Inc.",11,$765.41M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,21.64,$1.79B,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.66,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,9.73,$466.11M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",28.3,$1.17B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SBFG,"SB Financial Group, Inc.",11.17,$54.87M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",11.7501,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
SBAC,SBA Communications Corporation,117.41,$15.2B,1999,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",39.19,$1.12B,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",2.632,$7.89M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",18.89,$505.99M,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,45.39,$1.49B,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SCLN,"SciClone Pharmaceuticals, Inc.",9.36,$464.27M,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
SGMS,Scientific Games Corp,16.37,$1.4B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SQI,"SciQuest, Inc.",15.28,$421.56M,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sqi
SCYX,"SCYNEXIS, Inc.",9.2,$127.92M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",7.78,$259.14M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,15.4,$510.3M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology.,53.2,$16.88B,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,0.56,$11.14M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SRSC,Sears Canada Inc. ,7.01,$714.16M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/srsc
SHLD,Sears Holdings Corporation,27.21,$2.9B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHLDW,Sears Holdings Corporation,17,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw
SHOS,"Sears Hometown and Outlet Stores, Inc.",8.7,$197.8M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SPNEV,SeaSpine Holdings Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spnev
SGEN,"Seattle Genetics, Inc.",46.62,$5.82B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",14.84,$525.29M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
SNFCA,Security National Financial Corporation,6.6,$92.19M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,49.56,$8.23B,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",6.98,$79.98M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct
SCSS,Select Comfort Corporation,29.4,$1.54B,1998,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss
SLTC,"Selectica, Inc.",5.89,$46.88M,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sltc
SIGI,"Selective Insurance Group, Inc.",27.94,$1.59B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
LEDS,SemiLEDS Corporation,0.7051,$20.06M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMLR,"Semler Scientific, Inc.",3.42,$17.02M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/smlr
SMTC,Semtech Corporation,21.09,$1.4B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,28.12,$278.23M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,32.05,$317.11M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
SNMX,"Senomyx, Inc.",5.35,$234.39M,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
SQNM,"Sequenom, Inc.",3.25,$383.81M,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sqnm
SQBG,"Sequential Brands Group, Inc.",13.9,$551.86M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sqbg
SREV,"ServiceSource International, Inc.",4.78,$406.83M,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
SFBS,"ServisFirst Bancshares, Inc.",37.91,$973.19M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sfbs
SEV,"Sevcon, Inc.",10.55,$38.71M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sev
SVBI,Severn Bancorp Inc,4.76,$48.02M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
SFXE,"SFX Entertainment, Inc.",4.84,$451.62M,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/sfxe
SGOC,"SGOCO Group, Ltd",0.743,$12.94M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
GAME,Shanda Games Limited,6.91,$1.86B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/game
SMED,Sharps Compliance Corp,6.45,$99.19M,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed
SHEN,Shenandoah Telecommunications Co,31.61,$764.29M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen
SHLO,"Shiloh Industries, Inc.",13.11,$226.14M,1993,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo
SHPG,Shire plc,245.28,$49.08B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg
SCVL,"Shoe Carnival, Inc.",27.88,$571.12M,1993,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/scvl
SHBI,Shore Bancshares Inc,9.25,$116.78M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
SHOR,"ShoreTel, Inc.",7.13,$460.28M,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shor
SFLY,"Shutterfly, Inc.",46.89,$1.76B,2006,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/sfly
SIFI,"SI Financial Group, Inc.",11.6,$144.95M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi
SIEB,Siebert Financial Corp.,1.59,$35.12M,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
SIEN,"Sientra, Inc.",23.99,$358.08M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien
BSRR,Sierra Bancorp,16.8,$228.75M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
SWIR,"Sierra Wireless, Inc.",28.09,$904.39M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/swir
SIFY,Sify Technologies Limited,1.48,$264.23M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sify
SIGM,"Sigma Designs, Inc.",11.84,$420.3M,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/sigm
SIAL,Sigma-Aldrich Corporation,139.39,$16.68B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/sial
SGMA,"SigmaTron International, Inc.",8.5,$34.5M,1994,Technology,Electrical Products,http://www.nasdaq.com/symbol/sgma
SGNL,"Signal Genetics, Inc.",1.57,$12.18M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/sgnl
SBNY,Signature Bank,148.31,$7.54B,2004,Finance,Major Banks,http://www.nasdaq.com/symbol/sbny
SBNYW,Signature Bank,116.73,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbnyw
SLGN,Silgan Holdings Inc.,54.14,$3.28B,1997,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn
SILC,Silicom Ltd,38.34,$278.9M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
SGI,Silicon Graphics International Corp,6.76,$235.33M,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/sgi
SLAB,"Silicon Laboratories, Inc.",56.54,$2.41B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
SIMO,Silicon Motion Technology Corporation,35.79,$1.21B,2005,Technology,Semiconductors,http://www.nasdaq.com/symbol/simo
SPIL,"Siliconware Precision Industries Company, Ltd.",7.33,$4.61B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
SSRI,Silver Standard Resources Inc.,6.43,$519.25M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ssri
